transaction_amount,user_avg_amount,new_recipient,transaction_frequency,transaction_hour,fraud_label
4589.72,13989.17,0,5,15,0
4477.07,13083.04,0,4,21,0
30899.11,2450.79,1,4,13,1
1076.46,3462.02,1,1,20,0
5525.5,2832.13,1,5,21,0
2647.15,4749.95,0,15,13,0
13925.39,14595.76,1,2,5,0
968.52,2576.06,1,5,13,0
8961.54,11468.86,0,2,6,0
26727.45,10462.61,0,9,19,1
5098.32,3995.34,0,3,20,0
8328.71,13474.88,0,3,3,0
4144.27,4400.96,1,7,20,0
19030.57,15794.99,0,2,12,0
4858.31,17032.55,1,3,0,0
4228.98,7540.74,0,10,8,0
11943.42,9922.75,1,3,8,0
3727.42,6791.22,0,2,17,0
8150.56,6013.56,0,2,2,0
5516.44,5036.39,0,5,1,0
15636.46,4773.32,0,4,21,0
2853.03,16057.16,0,3,21,0
21132.15,16305.18,0,2,8,0
41215.0,15568.22,0,5,11,0
1074.25,6045.93,0,2,18,0
17268.37,11507.35,0,5,11,0
15400.88,17858.07,0,12,13,0
9703.59,9621.98,1,2,21,0
5813.81,5536.35,0,5,18,0
1661.16,4422.7,0,11,10,0
39545.17,11856.71,1,6,9,1
3256.29,12487.59,0,2,23,0
103278.06,9802.12,0,2,21,0
5000.72,6654.1,0,3,18,0
10887.85,9943.09,1,4,5,0
5561.35,2575.54,1,3,17,0
16828.86,16245.56,0,2,15,0
5474.76,4111.93,0,3,20,0
2343.13,3010.72,1,3,7,0
45121.89,12334.26,0,1,14,0
67289.91,16147.23,0,2,17,0
19974.42,16809.33,1,3,13,0
6110.44,6910.04,0,3,8,0
8656.03,14253.37,0,9,0,0
3175.85,16630.11,0,2,10,0
4959.12,5564.81,0,4,16,0
6652.23,7814.72,0,2,2,0
9920.61,14492.63,1,1,21,0
3251.88,2762.09,1,7,19,0
9127.03,8897.98,1,3,19,0
5410.31,11422.65,1,5,21,0
16460.83,13932.76,0,1,22,0
5268.28,4866.22,0,2,15,0
4393.63,6449.45,0,7,18,0
2713.41,13567.07,0,2,6,0
698.53,4966.14,0,3,12,0
2275.54,7823.13,0,2,0,0
57680.27,13785.57,1,2,8,0
5675.12,7215.4,0,4,15,0
9280.1,8001.47,0,9,9,0
7927.36,9999.7,0,4,20,0
6211.71,6292.76,0,10,9,0
154812.8,11146.54,1,2,8,0
12729.31,14402.1,1,10,15,0
19539.61,14200.94,0,1,8,0
1130.92,2771.57,0,3,21,0
11894.19,7012.84,0,5,16,0
21875.94,13136.99,0,4,16,0
102480.33,8171.15,0,2,22,0
24357.74,17667.59,0,2,19,0
10585.12,9777.67,0,13,4,0
4164.06,12985.92,1,2,9,0
1945.02,4515.01,1,11,9,0
153182.89,12652.51,0,2,5,0
2942.63,6806.14,0,2,10,0
6312.39,7410.63,0,7,18,0
4171.17,14849.26,0,3,18,0
4116.61,10490.03,0,1,9,0
2457.79,3911.11,0,9,18,0
502.07,9136.19,0,1,15,0
8983.36,6335.12,0,4,22,0
61550.05,17931.37,0,3,7,0
3417.83,3118.32,0,13,20,0
17097.91,17239.95,0,5,9,0
51806.12,11165.23,1,5,20,1
16679.87,4481.65,0,11,19,0
11480.12,12208.49,0,3,21,0
4609.2,5183.53,0,1,8,0
11641.0,11783.94,0,3,9,0
19893.27,10588.72,0,2,19,0
2108.16,13022.98,0,6,21,0
18701.52,8125.08,0,3,11,0
3927.12,15458.61,1,4,18,0
14132.65,9775.43,0,2,9,0
4085.84,12552.81,0,7,23,0
934.64,4673.18,1,3,3,0
9489.28,9467.98,1,1,15,0
6932.14,13833.85,1,4,13,0
4193.46,17132.23,0,2,10,0
3461.42,2521.99,0,7,23,1
4909.49,5179.74,0,3,18,0
24447.47,17971.22,0,4,19,0
10122.38,2127.33,0,3,7,1
11047.58,10398.05,0,2,16,0
8954.23,15518.16,0,14,11,0
8333.6,8750.19,0,9,22,0
4962.01,4661.45,0,3,0,0
10603.18,6950.25,0,3,10,0
11626.88,11635.65,0,2,19,0
14274.76,17688.35,0,12,15,0
47130.76,5434.93,1,1,9,1
345.64,5498.24,0,2,16,0
46552.04,17855.54,0,4,14,0
4912.04,4280.13,1,5,12,0
2646.16,8392.76,0,7,19,0
42262.81,9690.72,1,2,7,0
8374.92,5763.74,0,6,19,0
2691.86,12335.23,0,2,15,0
42066.33,15739.76,1,1,4,1
2750.57,2581.21,0,7,17,0
17324.41,13645.81,0,4,20,0
11084.86,10560.82,0,5,13,0
57401.45,13942.49,1,14,13,1
6726.95,6778.11,0,4,7,0
1768.68,5290.57,1,4,9,0
17756.63,14355.47,1,2,18,0
20037.26,17211.18,1,2,23,0
10086.51,13177.71,0,5,0,0
26531.61,8597.88,1,3,14,1
19049.85,12383.24,0,2,2,0
46830.57,15151.98,0,5,22,0
4414.91,14455.9,1,1,11,0
8629.91,6430.26,0,3,14,0
39453.14,6280.78,0,11,8,0
17207.99,17465.28,1,2,19,0
166380.72,14775.73,1,7,18,1
135355.19,9711.19,0,3,11,0
13277.4,15280.16,0,3,5,0
5959.46,3253.11,1,2,3,0
6571.69,7202.1,0,2,18,0
6720.16,9251.68,0,7,19,0
1794.11,2096.68,1,4,14,0
13463.22,10108.28,0,4,2,0
3257.28,3200.04,0,4,7,0
2483.36,9998.44,0,2,4,0
27731.1,17819.79,1,1,0,0
2447.14,2449.67,1,4,22,0
2061.37,3562.15,0,1,19,0
12707.38,12363.54,0,1,12,0
2764.24,2410.96,0,4,10,0
13476.2,10775.45,0,2,7,0
14715.76,12893.17,1,5,16,0
7954.69,7781.12,0,1,18,0
72064.76,17328.98,1,10,11,1
3717.44,3630.75,0,3,15,0
14670.04,11845.41,0,5,12,0
7799.44,11518.44,0,2,9,0
5623.33,15953.96,0,5,9,0
2300.46,7933.58,1,1,11,0
174898.56,11818.59,0,6,8,1
2104.09,7965.32,0,5,13,0
1297.65,1578.4,0,1,7,0
1940.22,2533.72,0,3,14,0
5423.18,4315.63,1,7,18,0
4687.64,12375.7,0,7,4,1
4599.82,13459.77,0,3,21,0
51305.95,14486.73,0,1,6,0
4932.63,3684.36,0,3,4,1
3932.96,2336.0,0,2,13,0
2824.72,2707.48,0,5,23,0
13732.7,13535.27,0,10,20,0
11101.57,15318.15,0,4,17,1
15641.83,17336.56,1,14,7,0
13393.01,11545.24,0,1,9,0
9681.91,7932.67,0,8,12,0
25893.13,16758.09,0,3,7,0
20345.3,7423.71,0,3,13,0
23803.6,9665.04,0,4,22,0
18054.52,15638.2,1,5,8,1
10792.6,13696.5,0,7,7,0
2519.67,6420.56,0,6,12,0
1326.17,3410.48,0,2,22,0
19992.72,13359.55,0,2,8,0
55904.6,15234.04,0,5,18,1
3114.26,5792.86,1,9,16,0
4255.38,12384.6,0,6,9,0
15555.23,16173.25,0,1,20,0
4622.12,8940.1,0,2,10,0
11338.77,8615.05,1,4,22,0
33888.46,9567.84,0,3,6,0
148347.95,13424.46,0,6,18,1
4804.79,5108.62,0,2,14,0
5839.36,15316.81,0,2,13,0
11033.32,13981.74,1,2,21,1
2205.47,3645.77,1,4,10,0
8009.53,7839.43,0,4,13,0
2785.97,17875.57,1,2,9,0
1382.08,2640.81,0,6,9,0
2634.05,2225.63,0,4,20,0
2422.58,6503.6,0,4,10,0
4812.25,8461.9,0,2,0,0
4723.07,17949.17,0,4,18,0
2127.52,2751.08,1,3,19,0
4323.42,2082.9,0,6,13,0
6815.28,5369.83,1,3,0,0
9538.28,8895.97,0,2,22,0
17434.77,15139.09,0,1,19,0
13219.97,15135.61,0,5,22,0
1634.51,6706.27,0,3,2,0
24960.51,2614.63,0,2,10,0
159661.03,17666.27,1,6,21,0
6335.08,5242.88,0,13,13,0
4710.95,13927.28,0,3,9,0
17750.71,12277.67,0,2,15,0
198586.51,15938.89,0,2,15,0
15307.76,14764.07,0,2,6,0
60049.6,8508.49,0,5,16,1
3957.3,7245.24,0,5,11,0
1382.61,7415.34,0,2,4,0
4331.48,4369.97,1,2,2,0
9668.34,8916.04,0,2,16,0
71491.05,6688.44,0,2,19,1
7654.36,13574.17,1,4,17,0
20537.24,15172.16,1,2,11,0
20316.81,2399.21,0,1,0,1
5021.18,6391.22,0,2,5,0
19073.38,16055.89,0,5,5,0
828.89,2380.8,0,12,8,0
8086.04,9753.42,0,5,23,0
8124.11,6789.64,1,2,4,1
6826.66,5419.34,0,2,9,0
1686.27,1521.28,0,8,11,0
12525.66,13772.94,0,10,9,0
5802.26,5976.02,1,4,0,1
162999.32,12737.85,0,2,12,0
10954.48,6996.05,0,7,20,0
16056.38,9139.75,1,4,7,0
3820.26,6561.77,0,13,11,0
18187.94,15995.85,0,2,23,0
10051.12,13660.86,0,4,5,0
1814.02,12781.26,1,2,0,0
14274.97,9337.46,1,2,8,0
5761.44,5128.06,0,1,22,0
24274.2,5610.54,1,4,10,0
2955.68,14741.37,0,9,17,0
6137.9,4377.86,0,7,9,0
18451.18,16414.42,0,3,23,0
8433.65,7967.18,0,2,22,0
3322.06,11735.9,1,4,2,0
3954.23,10011.68,0,2,9,0
23235.56,17369.96,0,14,4,1
10772.25,5703.02,0,2,17,0
5000.89,5789.33,1,7,1,0
1887.87,1849.07,0,2,23,0
7195.65,7345.81,0,5,22,0
2840.73,11057.79,0,10,22,0
17776.52,12381.21,1,1,18,0
12100.57,7270.59,0,3,20,0
5045.06,3938.43,0,6,14,0
11278.27,13541.38,0,1,15,0
12367.45,17124.12,1,4,8,0
4845.16,5541.37,0,1,13,0
4742.2,3544.2,0,11,13,0
2163.33,2411.96,0,4,11,0
47712.85,3210.4,0,5,21,0
17842.53,3579.82,0,3,2,0
24832.61,5258.6,0,2,10,0
20024.64,15466.9,1,5,17,1
124223.11,10816.72,0,3,11,0
3611.04,14626.17,0,2,22,0
8110.84,10830.19,0,7,1,0
925.99,3375.36,0,3,9,0
8525.09,15640.54,1,1,12,0
19337.12,11437.54,1,2,2,1
90702.44,11533.26,0,3,5,1
19363.17,17487.06,1,5,17,0
4964.41,14211.52,0,1,14,0
5169.17,10632.98,0,2,5,0
12221.27,5529.86,0,2,9,0
15646.98,14565.67,0,4,13,0
38047.35,9179.77,1,4,22,0
19381.28,14361.38,0,2,12,0
19939.98,11557.65,1,5,12,1
2850.27,2012.89,0,6,9,0
30875.93,15982.09,0,6,16,0
15322.23,17312.82,0,4,15,0
985.07,14416.54,0,2,19,0
3795.26,15055.66,0,2,21,0
2379.95,2434.73,0,1,21,0
2414.66,7811.53,0,2,7,0
11881.61,12431.74,0,3,23,0
225465.25,17800.99,1,3,22,0
149.46,1672.91,1,3,22,0
22190.9,14350.05,0,7,19,0
3708.08,9496.18,1,7,1,1
3566.21,11729.52,0,15,20,0
33472.75,8933.91,0,3,19,0
3035.45,1679.29,0,3,10,0
10756.4,10082.94,1,4,11,1
17489.59,16733.19,0,6,11,0
5194.3,5338.57,0,2,19,0
8199.94,15539.53,0,3,8,0
3993.44,4558.69,0,5,3,0
14676.44,15365.63,0,3,12,0
3320.39,14079.25,1,2,6,0
13687.82,10902.36,0,1,8,0
10271.8,8741.14,0,11,10,0
4425.48,11461.02,1,1,19,0
43285.19,16604.73,0,3,12,0
17439.85,17612.7,1,1,0,0
1247.03,6546.31,0,4,11,0
2807.89,3284.11,0,2,1,0
13268.03,11744.25,0,2,17,0
1017.46,4017.01,1,7,20,1
15026.77,11073.86,0,1,17,0
1356.48,9716.46,0,3,18,0
17283.18,12291.78,0,3,21,0
16148.69,13389.66,1,5,12,0
170534.39,13368.33,1,3,13,0
2076.34,8732.55,0,2,4,0
72189.94,11923.76,0,5,22,0
4809.13,7725.2,1,1,11,0
5681.95,6252.68,0,4,7,0
5318.16,4077.98,1,2,21,0
8316.2,8504.03,0,2,3,0
3314.03,2988.25,1,2,18,0
6182.06,5785.75,0,2,9,0
14389.6,12253.03,0,3,15,0
17528.56,14494.78,1,2,6,0
19882.45,16790.06,0,4,19,0
2821.94,1965.62,0,2,23,0
8764.85,12786.85,1,3,12,0
12817.28,12267.69,0,5,8,0
3775.12,6981.86,1,5,22,0
10365.22,11418.5,1,15,18,1
4888.57,2518.96,1,4,22,0
10177.32,15165.21,0,11,9,0
4042.11,6782.66,1,9,20,0
4187.04,5392.22,0,2,17,0
4838.13,15959.69,0,2,11,0
9100.1,2022.23,0,1,18,0
17165.44,17271.02,0,2,8,0
32580.83,9727.55,1,3,6,0
787.99,3226.15,0,3,9,0
6351.95,11321.06,0,5,6,0
16063.45,11194.07,0,4,5,0
14684.7,14041.13,0,3,0,0
16822.82,11445.95,0,12,22,0
2855.12,4378.94,1,4,20,0
15255.85,15753.68,0,4,5,0
5934.23,5963.83,0,2,13,0
11997.0,13205.03,1,4,14,0
7304.16,4266.91,0,4,15,0
15062.26,8761.46,0,2,23,0
11086.23,14743.66,0,2,21,0
13729.19,10615.21,0,1,2,0
25622.48,1768.54,0,7,21,0
11290.05,11334.81,1,5,21,1
3603.65,8146.85,0,4,4,0
13344.52,17959.36,1,1,17,0
2545.02,12476.03,0,3,3,0
24716.83,13504.69,0,2,7,0
19776.03,13516.93,0,4,14,0
33652.38,13019.39,1,2,17,0
903.6,11688.16,0,3,7,0
6927.27,7845.31,1,1,13,0
14130.44,17356.84,0,4,8,0
8216.29,4282.21,0,5,16,0
27928.23,12881.18,1,5,23,1
10764.11,15160.96,0,3,20,0
10021.78,7268.37,1,3,18,0
15901.27,4595.3,0,3,7,0
45033.95,12666.16,1,2,11,0
19962.13,16141.87,1,6,15,0
20344.34,12201.85,1,2,15,0
10505.77,2985.91,0,8,23,0
857.57,12370.86,0,2,3,0
1573.15,13547.7,0,3,19,0
2767.34,15734.99,0,2,4,0
5853.42,5574.0,1,1,0,0
2560.78,3778.73,1,4,10,0
2241.54,4824.03,0,1,22,0
11871.57,11008.69,0,4,0,0
9009.93,8776.81,0,14,2,1
1346.2,4913.06,0,13,14,0
3125.97,9210.01,0,2,21,0
9462.71,3800.06,0,4,8,0
150431.51,15543.67,1,8,19,1
22218.72,3262.2,0,3,7,0
7402.6,10267.16,1,2,11,0
10495.53,8403.43,1,4,3,0
4227.1,7184.33,0,4,17,0
10584.06,13753.64,0,1,11,0
3232.73,15006.09,1,15,23,1
5365.49,1604.36,0,5,13,0
10645.83,5016.5,0,1,8,0
8688.96,7114.96,0,9,23,0
218180.99,15200.72,1,5,20,1
9592.48,14669.78,0,6,10,0
132289.51,13308.63,1,14,20,1
1810.33,2276.98,0,3,4,0
11115.27,13663.0,1,3,22,0
5498.47,1507.42,1,2,1,1
6639.49,6046.23,0,4,14,0
18775.19,6148.97,0,3,18,0
20602.98,1655.69,1,2,19,1
6679.94,6336.53,0,2,0,0
25762.2,1728.49,0,1,13,0
10229.02,14923.19,1,7,14,0
31237.08,13432.15,1,4,17,0
9732.1,9551.08,0,5,8,0
15497.4,14236.77,0,5,20,0
27796.68,9645.59,1,1,19,1
4014.28,2428.77,1,3,21,0
3064.91,8124.46,1,6,12,0
14716.88,17318.67,0,1,19,0
4454.74,4339.03,0,4,8,0
12957.56,16360.65,0,4,14,0
15156.66,11093.22,0,3,18,0
19984.82,14733.43,0,4,3,0
1688.08,9399.35,0,4,16,0
203463.32,15273.71,0,3,20,1
511.74,2974.14,0,2,14,0
409.48,1643.28,1,2,5,0
960.01,4576.97,0,3,12,0
1424.37,4382.18,1,13,22,0
10185.63,9568.11,0,4,23,0
2538.25,12286.55,0,2,14,0
545.94,8730.93,0,6,2,0
6470.28,7725.15,0,3,6,0
5044.76,4029.19,1,4,1,1
2867.06,8901.19,0,2,19,0
15207.54,16302.31,0,3,14,0
2930.9,3513.79,0,4,14,0
12221.73,12419.03,0,5,3,0
19992.39,16283.61,0,2,10,0
1057.16,3732.15,1,2,15,0
2163.34,2795.99,1,1,18,0
1323.94,7481.56,1,3,19,0
3026.53,3801.9,1,3,19,0
143005.34,11252.87,0,11,11,1
135276.93,10641.32,0,4,10,0
4317.43,11287.13,1,4,15,1
4990.46,16619.74,0,2,12,0
17662.19,12666.78,1,6,22,0
14545.19,17130.78,0,10,13,0
16514.34,13738.17,0,6,6,0
10147.24,8972.36,0,1,9,0
84650.3,17506.91,0,4,10,0
21088.05,16572.35,1,4,22,0
36195.65,12917.29,1,5,19,1
3898.64,4748.69,1,4,17,0
53275.65,12015.62,0,6,14,0
3929.44,2522.69,0,7,7,0
11862.01,11755.5,0,6,21,0
25428.33,14215.75,1,2,7,0
7894.52,4145.15,1,3,5,1
53681.93,11499.26,0,4,19,0
12615.87,11368.32,0,3,9,0
22347.24,7028.27,0,10,21,0
5980.46,10933.51,0,4,18,0
9152.76,7052.97,1,1,12,0
80003.98,10089.25,1,2,10,0
9764.91,16124.52,0,1,18,0
7589.79,10593.2,0,6,20,0
14239.14,11196.14,1,7,15,0
19767.96,12262.25,1,3,9,0
7857.82,16354.16,0,2,22,0
3129.6,4867.72,1,7,12,0
3310.72,2252.08,1,3,17,0
12411.15,7664.63,1,2,16,0
4483.23,9164.46,0,2,21,0
9966.35,4534.92,0,2,8,0
15095.48,11535.66,0,3,20,0
909.23,8008.95,1,2,11,0
13460.86,16866.18,0,5,5,0
8409.34,6327.01,1,2,13,1
3869.18,13286.64,0,2,16,0
13445.06,17859.09,1,6,11,0
19366.04,5837.38,1,12,10,0
8113.61,15934.5,0,2,13,0
2616.36,3276.66,1,5,20,0
5394.17,7838.38,1,4,15,0
17539.21,14965.02,0,2,4,0
7923.71,12029.9,1,8,23,1
11253.36,6984.22,1,2,11,0
5576.47,4087.45,0,2,13,0
5747.06,16744.36,0,3,8,0
7313.96,9897.41,1,2,19,0
52204.29,13603.11,1,6,13,1
7928.29,2224.81,0,3,18,0
11175.13,12366.42,0,2,15,0
5464.49,17748.52,0,1,9,0
1525.13,7625.67,1,11,22,0
15796.68,16300.45,1,8,21,1
11260.35,13081.35,0,1,16,0
15549.74,15841.93,0,5,16,0
2954.02,16235.37,0,2,21,0
11772.41,17881.7,0,1,6,0
27588.82,16473.55,0,1,23,0
15460.28,10551.38,1,1,17,0
3046.46,15232.29,0,4,0,0
27353.05,3038.1,0,3,8,0
14451.55,6351.25,0,9,9,0
679.62,7068.42,0,4,21,0
14846.89,9645.0,1,3,20,0
6322.43,8049.75,0,13,3,0
2009.71,10458.54,0,1,12,0
4762.82,3865.15,1,3,1,0
83049.32,6422.0,1,2,11,1
58775.24,10358.02,1,3,8,0
434.76,1866.18,0,5,20,0
6626.9,8505.17,0,2,23,0
85252.33,7265.04,1,4,23,0
4803.95,4921.65,1,3,21,0
14326.37,15529.33,1,1,13,0
15227.57,11999.23,1,13,8,0
12029.76,15321.71,0,11,22,0
11138.83,16003.56,1,2,20,0
16322.93,11090.58,0,3,9,0
4689.32,9890.96,0,2,18,0
13414.32,13185.61,1,7,12,0
1545.59,4624.5,0,5,1,0
9102.31,7902.88,1,5,21,0
10965.35,11639.75,0,4,12,0
1409.57,2084.87,1,4,1,0
6773.29,12469.21,0,2,22,0
3064.7,4927.33,0,6,14,0
12241.7,17681.37,0,6,7,0
7728.01,10046.86,0,3,19,0
1227.73,10866.47,0,1,23,0
4834.16,5548.38,0,1,15,0
7837.08,8616.75,0,4,9,0
189851.16,14702.13,0,5,11,0
26826.77,8561.16,0,3,10,1
11224.42,10509.86,0,2,18,0
6422.47,14169.87,1,5,7,0
3570.29,13979.34,0,3,5,0
2000.33,6097.17,1,14,18,0
18733.33,15438.93,0,5,4,1
8731.16,11821.42,1,3,16,0
2879.29,2782.79,1,4,15,1
2334.46,12233.63,0,3,6,0
999.6,2353.4,1,6,23,1
3170.74,3065.54,0,4,7,0
4591.48,11905.32,0,3,10,0
19155.16,15505.07,0,3,19,0
3059.8,6210.9,0,3,17,0
922.44,3773.2,0,12,11,0
1873.61,7095.81,1,2,0,0
18505.52,6050.07,1,5,15,1
30158.42,9832.04,0,9,5,1
848.95,3092.49,0,1,11,0
6072.89,6142.83,0,4,14,0
1608.89,2595.57,1,2,18,0
7206.86,9232.6,0,2,11,0
336.75,1630.31,0,1,16,0
3324.72,4736.15,0,4,13,0
1969.0,9845.01,1,3,21,0
4557.87,5028.1,1,2,13,0
15805.94,8522.94,0,6,13,0
1002.68,1569.73,0,2,2,0
1928.08,10692.07,0,1,18,0
81929.87,7593.0,0,7,13,1
4012.64,4232.68,0,3,21,0
145147.18,16056.56,0,3,10,0
4052.42,2789.9,0,4,11,0
18844.37,2569.66,0,3,14,0
4424.01,4181.91,0,7,14,0
8104.49,6501.42,0,5,8,0
16789.81,3452.12,1,5,7,1
6072.43,6303.12,0,6,16,0
3657.93,5170.96,0,1,8,0
12944.16,3326.88,0,1,19,0
14134.87,13464.39,0,3,20,0
7962.06,7752.42,0,6,16,0
18197.64,17835.14,0,7,22,0
1868.31,4931.97,1,3,10,1
2480.42,7177.66,0,3,16,0
2582.3,4595.25,0,2,1,0
533.9,2017.13,0,3,12,0
11247.69,12364.42,0,8,21,0
7660.07,11680.06,0,5,2,0
11221.5,10126.1,1,3,18,1
1555.34,5263.8,1,8,9,0
186009.63,17066.94,0,2,7,0
19648.11,8636.51,1,9,14,0
1916.06,2878.77,1,6,15,1
2535.81,3270.24,0,2,8,0
84684.69,17392.51,0,2,2,0
2662.38,2028.72,0,2,7,0
9800.77,12238.4,0,6,17,0
1065.44,1776.59,0,2,6,0
2332.09,7201.36,0,2,20,0
2460.49,2186.63,0,1,8,0
1193.88,3409.12,0,2,15,0
57341.64,15190.87,0,3,2,1
997.84,15666.67,0,4,21,0
13481.69,11892.8,0,5,4,0
58987.15,16108.62,0,4,17,0
32882.92,4683.54,0,2,3,1
13870.1,9700.47,1,3,6,0
623.28,3116.42,0,4,14,0
7086.3,6380.01,1,8,22,0
87632.29,15788.41,0,2,1,0
421.52,3200.81,0,5,11,0
12943.85,9952.01,1,6,9,0
10513.44,12539.12,1,9,16,0
1087.98,6693.37,0,1,21,0
3182.95,10215.97,0,1,9,0
1915.12,2177.81,0,5,5,0
8143.15,4324.55,0,1,9,0
7359.88,9870.33,0,2,17,0
413.6,3092.56,0,2,20,0
28756.6,16646.45,1,2,1,1
18759.47,16010.67,1,4,16,0
6094.76,6855.75,0,3,1,0
14879.84,17882.05,0,6,15,0
2400.71,12964.17,0,8,7,0
4490.83,14296.09,0,7,9,0
5016.23,8880.05,1,5,16,0
11233.12,10434.49,0,1,17,0
27263.34,3481.83,0,13,15,1
14105.12,8677.18,0,1,20,0
3633.89,3382.72,1,2,7,0
1896.65,10042.83,0,1,2,0
23341.33,11608.16,1,6,13,0
1689.82,1714.39,1,5,18,0
10646.17,12522.58,0,2,8,0
68750.51,14876.63,0,1,5,1
18986.96,15403.8,1,5,15,1
9850.15,11413.28,0,4,7,0
633.58,1785.26,0,3,14,0
6299.36,6288.82,0,5,10,0
12398.68,9722.68,1,10,14,0
12673.79,15470.07,1,3,15,0
12927.59,17677.08,1,2,22,0
5464.78,6803.45,1,11,21,1
241139.22,17537.91,0,6,18,1
11527.66,4280.85,1,2,23,0
2430.32,1618.32,0,2,22,1
51868.63,8478.12,0,8,21,0
17070.91,15346.32,1,6,1,0
1263.28,1589.59,1,2,19,0
7203.81,2160.52,0,6,7,0
26077.77,17612.62,0,2,15,0
16770.1,11199.06,0,6,22,0
5694.25,6141.7,0,3,21,0
3202.18,16411.82,1,2,22,0
2162.11,9102.56,1,6,9,0
10441.22,9061.32,0,2,7,0
1344.37,4387.58,0,7,19,0
2651.83,2611.68,0,4,19,0
4426.19,2818.65,1,12,12,1
8955.14,7885.78,0,3,9,0
3917.74,2070.43,0,2,14,0
28112.44,13139.91,1,1,4,1
1734.06,8670.29,0,6,23,0
16724.46,13586.26,0,2,23,0
9690.66,8446.51,0,5,18,0
13527.81,14398.16,0,3,10,0
18766.34,16851.35,1,4,19,0
16433.54,12030.41,0,9,22,0
18091.22,4871.93,0,4,7,0
10302.68,8485.12,0,4,0,1
11616.49,8330.79,1,4,13,0
150529.99,10810.85,1,4,21,0
1739.53,4353.57,0,2,11,0
18402.87,16040.35,0,1,9,0
49740.93,9464.61,0,5,8,1
7169.66,10580.34,0,3,17,0
66567.17,4803.83,0,2,21,0
20266.5,16582.13,1,13,3,0
1317.31,7163.24,1,9,11,0
18169.89,13925.71,0,7,5,0
7102.45,8477.04,0,3,8,0
5217.3,16942.97,0,7,9,0
408.45,7150.18,0,7,6,0
3039.45,16821.81,0,8,14,0
44580.03,3922.88,0,4,22,0
67847.72,15672.98,0,2,20,0
5916.2,15156.08,0,4,2,0
4498.08,5614.74,0,2,15,0
9999.51,12525.2,0,3,6,0
13597.39,13390.01,1,15,7,1
2082.16,4013.39,0,2,9,0
2986.65,3849.4,0,2,7,0
4161.21,7799.43,0,4,12,0
1340.74,2104.48,1,2,1,0
122075.41,9539.89,0,14,13,0
210493.73,15165.71,0,2,17,0
23133.8,8375.81,0,3,8,0
16930.52,16197.86,1,4,14,0
15241.63,13425.74,0,2,20,0
14823.47,17985.53,0,2,19,0
3887.51,3281.54,0,2,2,0
22627.72,16690.99,1,7,16,1
7797.25,5041.31,0,9,14,0
12884.13,13026.03,0,3,20,0
2420.38,13991.49,0,5,4,0
48348.9,3464.51,1,1,20,1
10036.17,9001.19,1,11,17,1
5104.23,3072.16,1,3,14,0
4233.28,5464.16,1,5,19,0
170743.59,15222.59,0,1,22,0
32640.2,2991.73,1,2,10,1
2720.63,3405.59,0,1,7,0
18995.72,12903.27,0,6,15,0
9738.68,14134.7,1,4,2,1
24784.93,8240.72,0,3,13,0
13509.7,17185.29,0,2,18,0
13771.18,15933.85,0,3,11,0
13231.24,12705.9,0,3,12,0
41389.59,11132.53,0,4,12,0
434.84,1909.58,1,6,8,0
890.69,4793.65,0,1,9,0
2438.05,15042.99,0,2,17,0
8050.5,6735.34,0,6,8,0
15462.44,15117.38,1,3,2,0
7425.38,7358.27,1,3,9,0
13370.29,16809.49,0,6,4,1
493.55,2816.15,0,1,20,0
9637.35,10252.28,0,3,18,0
10958.86,12197.82,1,2,22,0
8743.59,12619.26,0,2,2,0
22501.96,16872.32,0,3,4,0
8015.89,10532.57,0,4,19,0
12889.5,12547.1,0,9,22,0
6761.0,14603.55,0,4,8,0
34314.47,17623.28,0,3,22,0
15384.03,11171.91,1,2,17,0
1611.82,5048.75,1,12,12,1
11036.97,7453.73,0,2,5,0
5194.96,5033.43,0,5,20,0
5844.05,6088.87,0,1,21,0
44504.38,6471.29,0,4,10,0
97993.88,10690.53,0,2,3,1
3161.99,17045.18,1,5,10,0
11527.7,15188.32,1,2,16,0
15648.8,10622.22,1,1,11,0
61034.82,12490.64,0,2,19,0
114.75,1890.11,1,2,13,0
13195.01,10079.52,0,3,12,0
4199.21,3640.51,1,4,23,0
25064.14,13691.56,0,3,5,0
3505.07,3194.46,1,3,0,0
13186.94,10250.45,0,2,12,0
4224.39,7101.38,1,2,23,0
82846.25,8364.02,1,4,11,1
125546.64,9672.46,1,4,22,1
5276.77,4599.7,1,3,19,0
22653.48,15924.28,0,7,23,1
63610.83,14675.56,1,4,20,0
9673.03,10231.41,0,2,8,0
6037.3,8953.86,0,2,15,0
10931.86,13937.45,1,1,15,0
16013.51,14292.77,0,5,0,1
63423.27,16636.07,1,9,14,0
9047.25,9917.74,0,1,8,0
1228.16,2228.89,0,1,19,0
23506.94,10197.03,0,3,10,0
17203.74,9384.98,0,6,10,0
1411.63,7058.13,0,2,21,0
3049.37,15644.47,0,2,20,0
3495.1,8966.38,0,6,15,0
5424.18,3791.91,0,4,20,0
800.0,15935.8,0,10,8,0
3108.86,10295.17,0,1,13,0
6764.79,2687.93,1,1,17,0
7173.41,5232.12,0,5,1,0
16699.58,13481.97,0,4,21,0
93206.25,9366.12,0,4,5,1
54502.88,16117.27,0,1,10,0
8989.14,7710.31,0,1,20,0
7337.36,6658.48,0,5,2,0
10825.77,5415.71,0,9,22,0
12171.15,14701.29,0,1,9,0
